N=	251	 P0=	 3.30000000000000E-0001
Krok	Ile_zywych	Stany komórek ...
0	170	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1
1	114	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0
2	119	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1
3	131	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
4	102	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0
5	118	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
6	123	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	125	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1
8	98	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0
9	121	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0
